Blog	four	wednesday	here	kids	until	want	damage	schools	service	needed	project	tech	release	best	source	much	life	had	has	right	old	people	google	support	offer	inside	devices	time	team	along	working	such	data	years	decades	million	one	city	future	say	take	ways	where	many	former	being	around	world	power	her	ago	past	hours	experience	social	via	science	information	its	found	research	major	number	also	play	river	set	see	currently	last	technical	recent	kelly	using	into	results	young	video	next	high	this	process	move	could	system	stars	should	site	become	class	thursday	work	provide	then	them	they	created	another	away	com	night	security	months	way	was	evidence	global	change	usually	market	live	can	still	non	half	not	now	year	shown	space	looking	size	than	png	online	america	title	only	between	style	learning	developing	these	early	amp	src	central	your	start	low	building	month	very	family	put	href	takes	taken	help	actually	systems	since	american	storm	clear	during	close	won	both	sensitive	look	while	ready	used	five	game	popular	some	step	within	department	following	announced	started	control	including	university	special	need	able	key	tuesday	http	well	utah	previously	washington	north	star	across	likely	even	never	jpg	give	off	massive	third	before	personal	better	don	points	testing	said	against	height	three	near	study	make	left	just	human	yet	www	div	international	making	council	may	man	main	california	first	long	were	channel	show	behind	black	nearly	morning	miles	according	those	different	same	running	images	critical	fitness	general	field	students	important	children	public	two	share	late	good	easily	house	members	top	least	park	part	mountain	services	find	annual	fun	development	big	often	back	access	body	others	galaxy	day	south	national	progress	homes	practice	center	lake	like	success	but	under	every	school	would	end	img	each	large	got	free	days	their	too	took	watch	despite	report	news	games	conference	been	complex	several	advanced	plus	head	when	level	says	water	today	states	local	she	given	any	later	state	through	come	case	week	without	there	included	all	program	rate	design	what	allows	known	goal	september	might	health	friday	story	his	activity	are	attention	demand	lower	know	problems	explore	use	few	something	six	light	our	out	which	who	debate	available	will	discuss	other	community	because	lead	made	record	below
feeds.surfnetkids.com	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	5	0	0	0	0	1	0	0	1	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
feeds.pcworld.com	1	1	33	1	0	2	0	0	5	2	1	3	1	5	2	2	0	1	14	1	2	3	10	3	3	1	2	2	2	2	0	1	8	3	2	2	9	0	1	3	5	1	2	4	0	0	2	2	4	2	1	2	1	1	0	2	0	1	21	1	1	1	1	4	1	1	3	6	1	2	1	4	0	2	6	4	0	6	3	3	54	2	3	5	5	2	3	1	1	67	5	3	2	1	5	3	1	2	0	67	0	7	1	7	6	0	1	0	1	3	2	14	2	0	1	11	9	4	0	1	4	1	4	1	2	2	1	4	2	2	1	2	2	1	9	3	1	17	2	1	0	2	1	0	1	68	0	0	3	6	1	1	0	0	2	1	0	2	3	1	1	4	2	4	0	1	2	7	2	1	0	1	1	2	3	1	2	1	10	2	0	0	55	3	0	1	0	2	1	0	1	6	2	1	0	7	2	1	0	2	3	4	1	1	12	2	0	3	0	0	7	1	10	3	0	58	3	0	2	0	5	0	0	0	2	3	4	1	2	2	1	1	1	1	2	2	2	3	2	4	0	5	1	0	0	1	0	0	4	1	0	0	1	0	0	1	2	0	2	0	5	2	0	2	2	3	0	0	4	1	0	6	1	1	0	2	1	3	3	0	6	1	24	0	1	0	9	3	2	0	2	0	8	0	7	2	0	2	0	1	4	4	1	7	1	2	2	3	2	6	1	3	1	2	0	0	1	1	5	1	2	6	1	1	11	2	4	1	15	1	1	1	13	1	1	3	7	1	0	1	3	0	1	13	2	4	0	3	4	1	3	0	4	0	1	5	15	5	3	0	1	16	1	8	0	1	2	1	1	0
hosted.ap.org	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
www.npr.org	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	2	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	4	0	0	0	0	0	0	0	0	0	0	0
dictionary.reference.com	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rssfeeds.usatoday.com	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	2	14	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	15	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	168	2	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	84	0	0	84	0	0	112	0	0	0	1	0	84	0	0	0	0	0	0	0	2	0	84	0	1	0	0	0	0	1	0	14	0	0	1	14	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	84	0	0	0	1	1	0	0	0	0	56	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14	0	0	0	0	0	14	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0	0	0	0	0	0	0	84	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
www.nba.com	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
www.ed.gov	3	1	1	1	0	0	1	7	0	1	1	0	0	0	0	0	1	0	3	0	0	0	0	5	1	0	0	1	0	0	0	1	0	3	0	4	1	0	0	0	2	1	0	1	1	0	1	1	0	0	1	1	0	1	2	0	0	4	2	2	0	0	1	3	0	0	1	1	1	0	1	2	0	1	1	0	0	0	0	6	5	1	0	0	2	0	0	0	2	1	0	1	2	1	1	7	0	1	1	0	0	1	1	2	9	3	0	0	0	0	2	3	2	3	0	0	0	8	1	0	1	0	1	0	0	3	1	0	0	0	1	0	8	2	0	0	0	0	0	5	0	1	0	0	0	0	0	0	4	0	1	1	4	1	1	2	0	0	1	0	0	0	1	0	0	0	0	2	0	0	11	1	6	0	0	2	1	0	1	1	1	0	0	2	0	0	3	0	0	7	2	3	0	0	0	2	0	0	1	0	1	0	0	1	0	0	0	1	0	1	3	1	0	0	0	0	0	0	2	0	1	0	0	0	3	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	27	2	2	5	4	0	0	3	0	0	1	0	1	0	3	0	4	3	2	0	1	0	0	4	4	0	1	0	1	0	2	3	1	0	0	0	1	1	0	4	3	17	0	0	0	1	1	1	1	1	11	1	1	0	0	0	0	0	0	3	0	2	2	0	0	2	0	0	0	10	6	2	0	0	1	0	3	1	0	0	2	0	1	1	3	3	0	0	2	0	1	0	1	1	1	1	0	0	0	8	0	0	2	2	0	0	0	1	0	2	0	5	1	3	4	0	1	3	1	3	5	2	2	2	0	1
feeds.sciencedaily.com	2	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	2	4	20	0	1	3	0	1	0	1	0	9	5	1	1	2	1	8	1	2	11	2	1	1	0	2	0	2	0	1	1	1	3	0	3	0	1	0	1	1	0	1	4	6	13	0	1	8	2	0	0	0	1	1	0	2	0	2	6	3	1	0	2	2	12	1	0	6	0	1	0	0	0	1	0	3	0	0	0	7	3	2	1	0	2	0	1	5	2	3	1	2	2	0	1	18	0	3	2	4	13	2	3	0	0	1	5	0	0	1	0	3	6	1	0	2	4	1	0	0	0	0	0	1	0	0	1	1	1	0	1	1	5	1	1	1	2	1	0	4	0	0	6	0	0	2	0	2	1	0	1	3	1	2	0	1	0	3	1	2	0	0	2	0	4	0	0	1	1	4	0	2	2	1	1	1	0	0	1	0	2	1	3	1	2	0	1	1	0	2	0	1	0	15	3	1	1	5	2	0	0	1	2	0	7	1	1	1	7	2	7	1	2	0	0	1	1	1	7	2	3	1	0	1	0	1	0	3	0	3	5	2	2	0	3	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	2	0	1	1	1	1	0	2	0	0	2	0	0	1	1	11	1	1	0	0	0	0	1	7	0	0	2	8	1	0	0	1	5	0	0	0	14	2	2	1	0	0	4	2	1	1	0	1	0	0	1	1	2	0	2	2	1	1	2	0	0	4	0	1	1	1	1	5	1	0	2	3	0	0	4	7	14	1	1	1	0	1	2	9	1	1	0	2	3	2	6	2	0	2	1	0	1	1	2	4	5	0	1
feeds.wired.com	4	0	1	3	0	3	0	0	0	0	0	0	4	1	0	0	0	0	0	1	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	3	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	0	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0	0	30	0	3	4	0	1	0	0	0	0	1	0	2	4	0	0	1	1	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	10	0	2	0	3	0	0	0	0	3	20	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	4	0	0	30	20	0	0	0	0	0	1	0	13	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	10	1	0	1	0	0	0	1	0	3	0	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	4	0	3	0	1	0	0	4	0	0	0	0	1	0	0	2	0	0
www.ksl.com	0	0	1	1	0	0	1	0	0	0	1	2	0	0	0	1	0	1	0	0	2	1	0	0	1	1	0	1	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	1	0	0	1	0	0	0	0	2	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	3	1	0	0	0	0	0	0	1	4	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	3	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	5	0	1	0	0	1	1	0	0	0	1	0	2	0	1	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	1	1	1	5	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	1	3	0	0	0	0	2	0	0	2	1	0	1	1	0	1	0	1	0	0	2	2	0	0	0	3	0	0	1	2	0	1	2	1	0	2	0	0	3	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	6	0	3	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0
www.utah.gov	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	3	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
feeds.nature.com	2	0	13	0	1	0	1	0	0	0	0	0	0	1	2	3	9	1	8	0	5	0	0	0	3	0	2	2	1	0	1	9	7	3	1	2	2	0	0	0	0	1	0	3	0	3	3	3	4	2	1	0	1	0	6	4	3	1	7	4	4	6	3	6	1	0	0	8	0	0	2	3	0	4	4	10	0	0	4	12	12	4	0	7	2	1	2	1	1	2	0	0	3	2	0	5	1	0	0	0	1	0	0	2	1	3	1	1	0	0	0	12	1	3	0	8	3	2	1	2	0	1	8	0	0	0	0	6	8	0	0	2	13	6	0	0	3	0	3	1	1	0	1	0	0	0	1	2	1	0	2	1	1	1	0	3	2	0	6	1	0	3	0	4	1	0	1	2	0	3	0	1	0	0	5	2	3	1	0	0	7	0	1	4	0	4	0	1	1	2	0	2	1	0	0	0	0	1	2	0	2	0	1	1	0	0	0	4	2	3	1	1	0	2	2	0	0	3	1	0	2	0	0	1	3	3	0	1	8	1	0	0	0	0	0	0	3	1	0	0	1	1	0	3	0	4	0	1	15	1	2	1	1	0	0	1	0	0	2	0	0	5	0	0	4	0	3	0	0	1	1	1	0	0	0	2	0	0	0	0	2	0	9	3	0	0	1	0	0	2	4	0	1	0	5	1	0	0	4	2	1	0	1	12	3	2	0	1	1	7	2	1	4	0	5	0	0	0	0	0	5	4	0	0	2	1	2	0	2	1	2	1	0	1	2	0	1	1	2	0	1	1	6	35	0	1	1	0	1	0	3	1	0	0	15	4	0	16	2	0	2	3	0	3	0	0	1	1	1	2
